Name Ship to,Ship to party,Total Cost,Min,Max
4100109202,4100109202,11.22,40.95,40.95
4100108428,4100108428,16.8,100.33,100.33
4100108418,4100108418,12.13,10.9,10.9
4100108409,4100108409,12.13,5.21,5.21
4100108398,4100108398,12.13,5.22,5.22
4100108031,4100108031,135.29,1413.69,1413.69
4100107147,4100107147,11.22,44.267,44.267
4100106671,4100106671,12.13,17.768,17.768
4100106655,4100106655,27.61,151.633,151.633
4100105021,4100105021,11.22,39.03,39.03
4100104591,4100104591,28.3,155.434,155.434
4100103584,4100103584,12.13,22.284,22.284
4100103244,4100103244,271.22,3279.585,3279.585
4100102780,4100102780,9.51,6.454,6.454
4100102465,4100102465,21.96,120.62,120.62
4100102445,4100102445,12.13,10.2,10.2
4100102432,4100102432,12.13,10.2,10.2
4100102098,4100102098,12.13,15.63,15.63
4100102096,4100102096,12.13,5.21,5.21
4100101830,4100101830,14.09,81.66,81.66
4100101326,4100101326,12.13,21.86,21.86
4100100942,4100100942,9.51,15.85,15.85
4100100545,4100100545,21.37,117.374,117.374
4100100540,4100100540,19.18,164.03,164.03
4100100528,4100100528,12.13,27.04,27.04
4100099345,4100099345,9.51,4.0,4.0
4100099344,4100099344,14.09,68.116,68.116
4100098906,4100098906,12.13,19.86,19.86
4100098871,4100098871,25.0,137.284,137.284
4100098835,4100098835,13.48,32.27,32.27
4100098819,4100098819,12.13,10.44,10.44
4100097968,4100097968,199.21,2208.592,2208.592
4100097219,4100097219,12.13,3.93,3.93
4100096815,4100096815,11.22,42.3,42.3
4100096444,4100096444,25.0,137.28,137.28
4100096424,4100096424,16.74,78.6,78.6
4100096421,4100096421,9.51,2.26,2.26
4100096102,4100096102,237.74,3516.889,3516.889
4100096101,4100096101,9.51,11.525,11.525
4100095262,4100095262,14.09,68.364,68.364
4100095247,4100095247,12.13,1.806,1.806
4100095237,4100095237,12.13,5.1,5.1
4100094818,4100094818,16.74,64.4,64.4
4100094790,4100094790,25.56,140.374,140.374
4100094429,4100094429,12.13,12.0,12.0
4100094070,4100094070,12.13,25.76,25.76
4100093311,4100093311,12.13,3.612,3.612
4100093302,4100093302,23.03,197.0,197.0
4100092891,4100092891,12.13,10.44,10.44
4100092887,4100092887,12.13,21.86,21.86
4100092873,4100092873,12.13,10.93,10.93
4100092517,4100092517,33.91,204.8,204.8
4100092497,4100092497,14.09,65.64,65.64
4100092083,4100092083,12.13,9.1,9.1
4100092057,4100092057,13.57,116.1,116.1
4100092052,4100092052,144.14,1597.977,1597.977
4100091668,4100091668,90.29,894.88,894.88
4100091667,4100091667,9.51,0.99,0.99
4100091200,4100091200,9.51,17.44,17.44
4100091167,4100091167,9.51,4.962,4.962
4100090493,4100090493,11.22,38.7,38.7
4100090249,4100090249,28.36,155.74,155.74
4100089579,4100089579,12.13,5.1,5.1
4100089575,4100089575,12.13,5.1,5.1
4100089496,4100089496,12.13,1.7,1.7
4100089275,4100089275,23.6,129.586,129.586
4100088454,4100088454,16.74,97.97,97.97
4100088165,4100088165,11.22,40.17,40.17
4100088151,4100088151,14.09,82.43,82.43
4100088146,4100088146,11.22,53.18,53.18
4100088138,4100088138,9.51,25.8,25.8
4100088127,4100088127,14.09,93.35,93.35
4100087478,4100087478,72.53,718.807,718.807
4100087476,4100087476,9.51,14.376,14.376
4100087450,4100087450,9.51,3.6,3.6
4100087447,4100087447,17.91,153.25,153.25
4100087010,4100087010,46.06,278.142,278.142
4100086999,4100086999,9.51,20.88,20.88
4100086995,4100086995,9.51,14.15,14.15
4100086994,4100086994,9.51,2.802,2.802
4100086993,4100086993,9.51,20.88,20.88
4100086981,4100086981,9.51,2.724,2.724
4100086976,4100086976,9.51,1.816,1.816
4100086563,4100086563,12.13,27.04,27.04
4100086178,4100086178,13.48,38.4,38.4
4100085405,4100085405,125.5,1311.388,1311.388
4100085364,4100085364,9.51,0.795,0.795
4100084935,4100084935,11.22,58.724,58.724
4100084919,4100084919,11.22,53.82,53.82
4100084443,4100084443,12.13,21.58,21.58
4100084431,4100084431,9.51,6.176,6.176
4100084430,4100084430,151.53,1679.942,1679.942
4100084425,4100084425,27.13,148.984,148.984
4100083670,4100083670,13.48,31.65,31.65
4100083233,4100083233,12.13,20.88,20.88
4100083210,4100083210,11.22,56.6,56.6
4100082829,4100082829,12.13,13.2,13.2
4100082799,4100082799,9.51,1.96,1.96
4100082316,4100082316,13.48,37.97,37.97
4100082308,4100082308,12.13,8.8,8.8
4100081487,4100081487,12.13,10.93,10.93
4100080253,4100080253,9.51,6.208,6.208
4100080246,4100080246,16.74,94.628,94.628
4100079933,4100079933,213.45,2580.983,2580.983
4100078957,4100078957,9.51,0.784,0.784
4100078548,4100078548,9.51,20.9,20.9
4100078074,4100078074,12.13,9.1,9.1
4100078060,4100078060,12.13,18.2,18.2
4100078036,4100078036,12.13,9.1,9.1
4100078032,4100078032,12.13,9.1,9.1
4100077645,4100077645,16.74,89.448,89.448
4100077625,4100077625,16.59,141.9,141.9
4100077142,4100077142,11.22,32.193,32.193
4100076276,4100076276,26.14,240.51,240.51
4100076257,4100076257,32.02,175.852,175.852
4100075934,4100075934,9.51,3.752,3.752
4100075636,4100075636,106.42,1112.038,1112.038
4100075191,4100075191,9.51,30.432,30.432
4100074771,4100074771,12.13,3.612,3.612
4100074734,4100074734,12.13,24.923,24.923
4100074730,4100074730,12.13,4.4,4.4
4100074727,4100074727,9.51,0.117,0.117
4100073869,4100073869,45.07,272.152,272.152
4100073030,4100073030,16.74,66.852,66.852
4100073013,4100073013,12.13,12.168,12.168
4100072841,4100072841,13.48,44.504,44.504
4100071705,4100071705,9.51,3.692,3.692
4100071638,4100071638,66.04,654.554,654.554
4100071611,4100071611,9.51,0.552,0.552
4100071610,4100071610,12.13,1.656,1.656
4100070927,4100070927,16.74,66.852,66.852
4100070872,4100070872,26.52,243.98,243.98
4100070412,4100070412,36.97,223.26,223.26
4100070380,4100070380,11.22,32.088,32.088
4100070361,4100070361,12.13,22.284,22.284
4100070346,4100070346,12.13,1.656,1.656
4100070344,4100070344,13.48,44.568,44.568
4100069234,4100069234,12.13,4.968,4.968
4100068752,4100068752,9.51,17.67,17.67
4100068751,4100068751,22.56,207.55,207.55
4100068298,4100068298,33.37,201.532,201.532
4100067621,4100067621,11.22,40.17,40.17
4100067197,4100067197,16.74,82.01,82.01
4100067177,4100067177,9.51,0.784,0.784
4100066766,4100066766,9.51,1.484,1.484
4100066765,4100066765,126.79,1324.848,1324.848
4100066722,4100066722,14.09,84.9,84.9
4100066721,4100066721,11.22,51.59,51.59
4100066711,4100066711,9.51,9.88,9.88
4100066707,4100066707,9.51,4.94,4.94
4100066706,4100066706,9.51,4.94,4.94
4100066705,4100066705,9.51,9.88,9.88
4100066217,4100066217,12.13,4.32,4.32
4100065696,4100065696,25.69,141.08,141.08
4100065666,4100065666,9.51,11.2,11.2
4100065255,4100065255,16.74,64.54,64.54
4100064738,4100064738,9.51,3.0,3.0
4100064312,4100064312,55.19,547.0,547.0
4100064291,4100064291,9.51,4.444,4.444
4100063907,4100063907,13.48,43.728,43.728
4100063862,4100063862,22.41,123.06,123.06
4100063440,4100063440,100.94,1054.711,1054.711
4100063083,4100063083,12.13,26.48,26.48
4100063030,4100063030,9.51,0.97,0.97
4100062407,4100062407,123.67,1292.298,1292.298
4100062406,4100062406,9.51,4.0,4.0
4100062397,4100062397,12.13,22.284,22.284
4100061789,4100061789,16.74,95.584,95.584
4100060627,4100060627,11.22,41.15,41.15
4100059335,4100059335,27.78,152.57,152.57
4100058951,4100058951,36.51,220.478,220.478
4100058913,4100058913,12.13,11.602,11.602
4100058247,4100058247,11.22,38.34,38.34
4100057742,4100057742,11.22,34.088,34.088
4100057378,4100057378,120.77,1261.959,1261.959
4100057376,4100057376,9.51,6.0,6.0
4100057372,4100057372,26.09,143.264,143.264
4100057018,4100057018,12.13,18.2,18.2
4100056633,4100056633,9.51,8.44,8.44
4100056147,4100056147,9.51,17.68,17.68
4100056134,4100056134,9.51,3.88,3.88
4100055681,4100055681,13.48,57.68,57.68
4100054875,4100054875,11.22,32.6,32.6
4100054865,4100054865,13.48,48.76,48.76
4100054839,4100054839,14.09,80.04,80.04
4100054096,4100054096,9.51,14.52,14.52
4100054080,4100054080,9.51,13.65,13.65
4100054076,4100054076,9.51,27.3,27.3
4100053421,4100053421,16.74,79.084,79.084
4100053410,4100053410,204.54,2267.62,2267.62
4100052970,4100052970,16.74,62.88,62.88
4100052962,4100052962,11.22,39.03,39.03
4100052735,4100052735,12.13,15.3,15.3
4100052060,4100052060,12.13,9.1,9.1
4100050739,4100050739,26.61,146.108,146.108
4100050718,4100050718,13.48,31.44,31.44
4100050717,4100050717,13.48,31.44,31.44
4100050354,4100050354,16.74,66.208,66.208
4100049938,4100049938,144.9,1606.381,1606.381
4100049301,4100049301,12.13,21.58,21.58
4100049291,4100049291,12.13,15.9,15.9
4100048842,4100048842,78.67,779.731,779.731
4100048837,4100048837,18.96,162.15,162.15
4100048825,4100048825,14.09,86.48,86.48
4100047994,4100047994,9.51,4.27,4.27
4100047990,4100047990,12.13,10.42,10.42
4100047547,4100047547,12.13,0.44,0.44
4100047530,4100047530,9.51,0.576,0.576
4100047521,4100047521,9.51,1.6,1.6
4100047098,4100047098,9.51,4.0,4.0
4100047097,4100047097,125.71,1313.542,1313.542
4100047077,4100047077,16.74,73.73,73.73
4100047066,4100047066,11.22,41.8,41.8
4100045532,4100045532,9.51,15.028,15.028
4100045497,4100045497,9.51,17.9,17.9
4100045496,4100045496,9.51,8.0,8.0
4100045043,4100045043,12.13,23.124,23.124
4100044732,4100044732,13.48,44.0,44.0
4100044056,4100044056,16.74,89.724,89.724
4100044049,4100044049,9.51,5.71,5.71
4100044047,4100044047,220.49,2444.484,2444.484
4100044039,4100044039,11.22,50.814,50.814
4100043971,4100043971,12.13,10.2,10.2
4100043960,4100043960,12.13,10.2,10.2
4100042764,4100042764,16.74,70.94,70.94
4100042385,4100042385,9.51,13.26,13.26
4100042384,4100042384,11.22,52.15,52.15
4100041565,4100041565,9.51,10.61,10.61
4100041123,4100041123,13.48,32.27,32.27
4100041103,4100041103,9.51,0.404,0.404
4100041099,4100041099,12.13,0.864,0.864
4100040620,4100040620,29.82,163.748,163.748
4100040600,4100040600,9.51,19.05,19.05
4100040593,4100040593,9.51,1.656,1.656
4100039719,4100039719,9.51,19.05,19.05
4100039701,4100039701,241.16,2916.06,2916.06
4100039271,4100039271,9.51,13.7,13.7
4100039259,4100039259,9.51,20.9,20.9
4100038761,4100038761,13.48,51.95,51.95
4100038349,4100038349,11.22,41.8,41.8
4100037835,4100037835,9.51,20.9,20.9
4100037833,4100037833,17.83,152.56,152.56
4100037808,4100037808,9.51,23.4,23.4
4100037788,4100037788,9.51,3.4,3.4
4100037771,4100037771,9.51,1.0,1.0
4100036735,4100036735,72.86,521.552,521.552
4100036191,4100036191,13.5,115.5,115.5
4100036163,4100036163,14.09,64.25,64.25
4100036148,4100036148,9.51,21.62,21.62
4100036138,4100036138,9.51,17.0,17.0
4100035746,4100035746,14.09,62.7,62.7
4100035745,4100035745,13.48,33.1,33.1
4100035707,4100035707,11.22,34.0,34.0
