Name Ship to,Ship to party,Total Cost,Min,Max
Dél-Pesti Centrumkórház Országos,505379196,70047.79400000002,3.2,284.0
Veszprém Vármegyei Csolnoky Ferenc,505378716,306943.33,5.55,503.14
SIÓFOKI KÓRHÁZ-RENDELÖINTÉZET,505377153,269960.86699999997,0.55,134.881
Semmelweis Egyetem,505413084,182912.25299999997,2.0,604.018
AUCHAN MAGYARORSZÁG KFT.,505378369,58321.569,17.0,214.32
KURUCZ AGRO KFT,505379454,3814.8800000000006,189.2,189.2
DELIREST Magyarország Kft.,505377659,8166.743,11.5,66.8
MEDICOVER DIAGNOSZTIKAI KÖZPONT ZRT,505379359,12517.94,3.93,26.974
AUCHAN MAGYARORSZÁG KFT.,505378347,716705.0730000002,0.0,455.97
KEL KFT. - KAY EEU LOGISZTIKA,505378056,3632546.8709999993,0.43,21432.2
PRIZMA-JUNIOR ZRT.,505378817,87214.38500000001,2.1,121.11
WIESBAUER-DUNAHÚS KFT.,505377718,855386.1790000004,1.0,9012.0
Melis Operation - MATILD PALACE HOT,505991335,273344.3460000001,1.0,600.8900000000001
BUDAPESTI ZSIDÓ HITKÖZSÉG,505379058,53728.976,27.126,570.666
S&K Lap Kft.,505766619,29761.062,4.17,217.61
PÁRIZS PROPERTY KFT.,505379394,206330.73700000002,0.36,445.19
Győr-Moson-Sopron-Vármegyei Petz Al,505377236,170660.11200000005,0.0,517.0
DELIREST Magyarország Kft.,505377603,139586.94900000002,12.8,419.382
DELIREST Magyarország Kft.,505377656,116031.81199999996,10.64,146.3
DELIREST Magyarország Kft.,505377641,72298.73300000001,5.55,482.2
Budapesti Péterfy Sándor Utcai Kórh,505876553,72255.73000000001,6.0,424.98
RAUCH HUNGÁRIA KFT.,505377245,1953198.6250000014,0.04,9232.64
Váci Jávorszky Ödön Kórház,505377491,136445.68899999993,0.6,101.38
Auchan Miskolc 1,507378672,33058.992000000006,35.06,35.06
DELIREST Magyarország Kft.,505377593,167125.30000000002,5.55,261.72
Boldog Gellért Egészségügyi,505377526,20556.704,1.952,12.0
AUCHAN MAGYARORSZÁG KFT.,505378358,488752.3849999999,0.106,350.6
NISSIN FOODS KFT.,505378310,204260.86800000005,64.155,943.455
AUCHAN MAGYARORSZÁG KFT.,505378360,923493.2159999995,0.295,264.34900000000005
DELIREST Magyarország Kft.,505377658,26468.166,30.57,90.36
Medigor Bt.,505761090,66574.33600000001,11.04,117.54
ADRIA PALACE KFT.,505378306,520705.73499999964,0.165,461.831
Pécs A6 Factory,506036212,63718.060000000005,21.9,99.6
GYÖRI KEKSZ KFT.,505377757,753465.4100000004,0.3,976.9
BARDUSCH BÉRTEXTÍLIA KFT.,505377995,957978.0839999999,7.86,3889.0
Dél-Pesti Centrumkórház Országos He,505379195,98475.89600000001,6.4,142.0
AUCHAN MAGYARORSZÁG KFT.,505378362,1220333.1439999996,0.059,434.07
AUCHAN MAGYARORSZÁG KFT.,505378345,688531.58,0.07,625.8
ABA-CLEAN KFT.,505379233,1139062.5010000004,20.9,3454.7999999999997
Vas Vármegyei Markusovszky Egyetemi,505378724,501489.6450000001,0.0,666.0
Medicover Egészségközpont Zrt.,507459991,10367.022,14.008,56.516
RICHTER GEDEON RT,505377708,278241.351,103.6,4818.0
CZAGIKER KFT,505377660,1400786.6750000005,0.392,3755.542
CPI HOTELS EUROPEUM KFT.,505378534,405384.3099999999,0.43,251.458
WAGNER PHARMA KFT.,505378514,4961.1810000000005,26.9,26.9
AUCHAN MAGYARORSZÁG KFT.,505378349,485532.1839999998,0.14,855.22
FRESENIUS MEDICAL CARE MAGYARORSZÁG,505377529,409593.17900000006,0.2,232.524
AUCHAN MAGYARORSZÁG KFT.,505378352,507214.7249999999,0.0,552.694
DELIREST Magyarország Kft.,505377642,111246.50200000002,1.88,396.05
Semmelweis Egyetem,505413081,34124.259000000005,6.62,239.036
Budapesti Szent Margit Kórház,505378701,70089.12499999999,11.1,177.1
KEL KFT. - KAY EEU LOGISZTIKA,505378055,1355435.7779999997,15.0,16320.0
Heim Pál Országos Gyermekgyógyászat,505377116,169597.28600000002,1.0,455.69
P.DUSSMANN KFT.,507117060,99514.911,12.0,301.898
FLOR KFT.,505378544,106957.96799999998,8.64,340.586
Ózdi Almási Balogh Pál Kórház,505378754,98731.37400000003,5.55,242.0
Future Tech Kft. - Húsüzem,507239327,5724.823,71.7,71.7
SZIGETVÁRI KÓRHÁZ,505377747,141466.691,154.896,645.4
Nagykanizsai Kanizsai Dorottya Kórh,505377124,352392.1890000001,0.03,168.2
PRIZMA-JUNIOR ZRT.,505378814,137133.315,0.18,733.14
PRIZMA-Food Szolgáltató Korlátolt F,507037437,193442.24800000002,0.25,607.458
ALFÖLDI TEJ ÉRTÉKESÍTÖ,505378454,4462103.2530000005,0.5,19124.15
IBIS TRADE KFT,505377691,425219.36899999995,1.176,1199.62
SAVENCIA FROMAGE&DAIRY HU,505377281,1384946.8410000005,1.15,4734.94
HÉVINVEST SPA-GOLF ZRT.,505377770,198190.8190000001,5.21,434.83
NESTLÉ HUNGÁRIA KFT.,505377241,1842517.5759999997,0.5820000000000001,2095.2
WEWALKA KFT,505379458,198100.02700000006,1.476,177.74
PALCSÓ ZOLTÁN KFT.,505379066,419942.6830000001,24.9,2301.0
DELIREST Magyarország Kft.,505994272,214673.86900000012,0.48,506.52
KAPOS TERNERO KFT.,505378825,22448.024000000005,251.9,370.4
Pannonia Bio,506017214,2193325.011000001,6.592,13670.4
SOLE-MIZO ZRT.,505377695,461019.45199999976,0.5,2056.5
BORSODI SÖRGYÁR KFT.,505377167,1485953.886,20.9,8600.32
DELIREST Magyarország Kft.,507419948,72838.04000000001,2.1,338.58
KAISERFOOD KFT.,505378773,472489.08300000016,0.18,1518.592
METRO KERESKEDELMI KFT.,505379084,4733.858,271.99,271.99
DELIREST Magyarország Kft.,505377609,183607.95700000002,0.47,174.67
SPAR MAGYARORSZÁG KFT.,505378014,173877.87800000006,18.285,655.41
ANIMAL-HYGIENE KFT.,505378653,3309405.6650000005,0.552,31259.600000000002
AUCHAN MAGYARORSZÁG KFT.,505378361,571606.723,0.243,632.574
UNILEVER MAGYARORSZÁG KFT,505377486,59815.53700000001,24.765,201.485
USUS MEDITECHNIK,505377677,110124.36300000004,12.54,287.732
AUCHAN MAGYARORSZÁG KFT.,505378359,397018.80999999994,0.212,298.08
KAISERFOOD KFT.,505378774,974284.944,0.4,1365.385
"ORSZÁGOS MENTÁLIS, IDEGGYÓGYÁSZATI",505377172,13829.898000000001,7.86,61.05
INTERBOS KFT.,505378457,160827.18000000005,529.55,531.15
Komárom-Esztergom Vármegyei Szent,505377477,111688.24799999996,6.7,1100.0
SZEGEDI TUDOMÁNYEGYETEM ÁLTAL.ORVOS,505377152,353007.06000000006,0.0,459.56
MISSZIÓ EGÉSZSÉGÜGYI KÖZPONT,505378736,18181.095,4.7,80.85
RE-GUARD KFT.,505377999,406740.6619999998,0.294,213.108
PRIZMA-JUNIOR ZRT.,505378803,21876.646,103.0,367.984
Fundus Invest Kft.,507503860,221901.54800000004,20.9,2891.7
KURUCZ AGRO KFT,505377234,11618.34,258.6,258.6
DELIREST Magyarország Kft.,505377599,266534.74199999997,0.94,172.074
SÁTORALJAÚJHELYI ERZSÉBET KÓRHÁZ,505377289,210827.63000000006,25.7,248.5
GRAMEX2000 KFT.,505378502,523173.558,0.0,4981.8
UNIVER PRODUCT ZRT.,505377966,649615.6950000002,0.9,8190.0
PARÁDFÜRDÖI ÁLLAMI KÓRHÁZ,505377997,57320.59100000001,5.55,244.2
Heves Vármegyei Markhot Ferenc Kórh,505377135,124353.89299999998,7.0,227.2
Budapesti Dr. Manninger Jenő Balese,505377306,69467.81400000001,6.3,328.93
DELIREST Magyarország Kft.,505377607,380447.19100000005,0.43,148.9
Budapesti Bajcsy-Zsilinszky Kórház,505893927,20028.704,1.1,16.48
BIOTECH USA KFT.,505379201,248808.148,0.55,1024.465
DELIREST Magyarország Kft.,505377585,55060.354000000014,6.4,184.07
DELIREST Magyarország Kft.,505377602,116270.47399999999,5.2,224.74
FAKULTÁS FM - ETELE,506836506,26704.160000000003,151.26,196.9
FAKULTÁS FM ZRT.,505378414,45202.24600000001,12.8,623.3
YOURHOTEL MANAGEMENT KFT,505379357,43169.027,12.39,91.625
SZEGEDI TUDOMÁNYEGYETEM,505377160,297644.90099999995,14.37,1315.44
FRONT-DENT KFT.,505377945,71932.07200000001,66.2,349.88
SILVANUS HOTEL KFT.,505378525,343210.731,0.03,312.22
PLAZMASZOLGÁLAT KFT.,505378486,53441.71399999999,2.0,80.4
Danubius Hotels Zrt.,507276128,10852.327000000001,1.29,479.161
Help-Medic Kft.,505378944,159969.084,11.38,466.7
NAPFÉNY RICSEI IDÖSEK OTTHONA,505379420,65164.703,18.99,163.385
P.DUSSMANN KFT.,507306926,164179.668,2.72,422.92
Észak-Pesti Centrumkórház-Honvédkór,505377481,19785.043,54.5,213.0
Észak-Budai Szent János Centrumkórh,505377158,83036.72400000002,0.0,1263.13
REFERENCIA MOSODÁK ZRT.,505377951,1433040.7010000004,12.908,5488.708
AUCHAN MAGYARORSZÁG KFT.,505378348,167612.40700000004,4.201,785.339
IKEA LAKBERENDEZÉSI KFT.,505377026,278759.4030000001,0.15,490.378
AUCHAN MAGYARORSZÁG KFT.,505378356,1306900.146,0.106,425.7
Szarvasmarha - Csípőtelek,505501888,113944.77,606.0,606.0
DELIREST Magyarország Kft.,505377610,100065.48200000002,10.64,285.36
REXTRA Kereskedelmi Kft.,505377732,88257.65000000002,1.204,542.557
PUSCHO KFT.,505379240,682413.645,0.778,4758.2
Észak-Budai Szent János Centrumkórh,505377155,37597.81700000001,32.9,431.81
UNIVER PRODUCT ZRT.,505377968,254100.11599999998,1.17,3772.5
Fejér Vármegyei Szent György,505377149,253968.55999999997,3.372,760.95
GALLUS BAROMFITENYÉSZTÖ ÉS KELTETŐ,505379027,261791.15200000006,17.87,625.2
Szilárd Szénási,505376138,11326.310000000001,5.55,92.97
DUNA SZÁLLODA ZRT.,505377284,122754.50100000002,41.8,1037.2
FOGLALKOZTATÓ INTÉZET DARVASTÓ,505378004,266946.53899999993,0.381,187.34
IKEA LAKBERENDEZÉSI KFT.,505377025,199207.397,1.88,548.61
BAKONY INTEGRÁLT SZOCIÁLIS INTÉZMÉN,505377519,151269.177,1.0,121.2
BAKONY INTEGRÁLT SZOCIÁLIS INTÉZMÉN,505377522,8261.418000000001,121.2,121.2
BAKONY INTEGRÁLT SZOCIÁLIS INTÉZMÉN,505377521,11938.321000000002,323.2,323.2
BAKONY INTEGRÁLT SZOCIÁLIS INTÉZMÉN,505377520,28509.142000000003,1.4,177.75
B+N Referencia Zrt.,507453133,598720.8980000003,3.382,3706.96
SZABADOS ALT.KER. ÉS SZOLG. BT.,505377255,304116.01599999995,1.44,1005.33
IKEA LAKBERENDEZÉSI KFT.,505377027,146680.39200000002,5.423,750.25
ALFA MEAT KFT.,505378329,33001.963,91.6,350.2
AUCHAN MAGYARORSZÁG KFT.,505378367,347560.9280000001,0.2,81.16
MasterClean International Kft.,505379546,10109.348000000002,20.88,137.052
Békés Vármegyei Központi Kórház,505378986,82041.64199999999,12.54,300.65
DELIREST Magyarország Kft.,505377653,135478.42300000004,2.8,1063.05
LAND PLAN KFT.,505379081,58867.84500000001,4.356,143.786
PÉCSI TUDOMÁNYEGYETEM,505377141,471769.99300000013,1.9,970.232
LEADEC Kft.,507527235,8680.398000000001,15.34,36.22
Budapesti Péterfy Sándor Utcai Kórh,505377303,83515.03900000003,9.27,96.52
DELIREST Magyarország Kft.,507213687,137110.462,12.8,318.545
ROSSMANN MAGYARORSZÁG KFT,505378308,50460.756,214.88,1010.8199999999999
B.Braun Medical Kft.,505377322,120221.03899999999,12.64,265.38
Szabóné Táboros Barbara EV,507486114,19021.420000000002,20.9,67.7
P.DUSSMANN KFT.,505377334,80015.81800000001,4.0,361.96
SZARVASI MOZZARELLA KFT.,505378016,802711.677,1.476,3606.88
AUSTRIA JUICE HUNGARY KFT,505378638,15803.205000000002,274.8,274.8
HARIBO HUNGÁRIA KFT.,505378317,320802.412,0.288,1794.0
Kinga Vojnic Hajdu,507009806,67164.5,0.2,0.2
Ágnes Tóth,507009734,67164.5,0.2,0.2
# B+N REFERENCIA ZRT.,505378697,11486.305000000002,79.66,273.12
DELIREST Magyarország Kft.,505377597,492121.91699999996,0.34,228.33
P.DUSSMANN KFT.,505377463,24422.898999999998,12.22,311.592
DELIREST Magyarország Kft.,505377651,298549.05100000004,0.24,846.49
DELIREST Magyarország Kft.,507213631,30219.398,2.0,103.48
DELIREST Magyarország Kft.,505377592,131570.84100000001,0.1,115.52
SZEGEDI PAPRIKA ZRT.,505377290,520447.5249999999,18.285,2664.7
Hoge Orvosi Műszer Kft.,505377271,15677.507,10.996,69.552
Semmelweis Egyetem Szív és Érgyógyá,505413083,165701.06699999992,0.5,73.3
PRIZMA-JUNIOR ZRT. Magyar Imre Kórh,506096119,85959.09400000001,2.0,150.02
Orosházi Dr. László Elek Kórház és,505377125,144339.806,0.0,274.4
HOTEL GARDEN KFT.,505378529,548390.355,0.25,836.313
Danubius Hotels Zrt.,507470380,27149.812,20.78,222.87
ALBAFOREST KFT.,505378648,350650.604,0.374,306.694
P.DUSSMANN KFT.,505377351,136413.465,5.55,445.95
AVE Ásványvíz Gyártó és Forgalmazó,505378603,34267.020000000004,213.6,213.6
PRIZMA-JUNIOR ZRT.,505378816,128210.14300000001,10.64,165.57
KÉSZ HOTEL ÉS KONFERENCIA MENEDZSME,505378714,86107.33600000001,5.22,133.92
SOLE-MIZO ZRT.,505377696,700850.479,0.616,2474.0
KAROLINA KÓRHÁZ ÉS RENDELÖINTÉZET,505377231,60877.132,1.1,132.0
MASTERCLEAN KFT.,505378588,4523.858,280.64,280.64
Gyöngyösi Bugát Pál Kórház,505378753,291803.21200000006,0.256,283.233
ZE.MED.KERESKEDELMI ÉS SZOLG.KFT,505377471,96594.637,11.38,1271.04
DELIREST Magyarország Kft.,505377648,34812.23500000001,51.8,120.57
SPEEDY CLEAN SERVICE KFT.,505379478,121727.21500000003,41.8,1467.0
STOCKMEIER FOOD KFT.,505378637,19983.375000000004,549.6,549.6
Bunge Növényolajipari Zrt.,505860950,329260.56000000006,1.476,1564.15
SEMMELWEIS EGYETEM SZOLGÁLTATÁSI IG,505379365,35343.221,3.168,294.016
DELIREST Magyarország Kft.,505377624,138697.24999999997,0.15,67.7
PLAZMASZOLGÁLAT KFT.,505378487,78394.221,1.12,105.876
Semmelweis Egyetem,505377194,27003.817,5.016,89.656
TARAVIS BAROMFI ÉS ÉLELMISZERIPARI,505378783,2233418.0830000015,0.216,6365.89
NYIRSÉGI PATYOLAT ZRT.,505377029,1615708.1900000002,104.5,3203.0
TETRABBIT KFT.,505378789,541273.995,0.042,2079.58
MASTERCLEAN KFT.,505378597,10109.348000000002,41.96,147.08
Szegedi Tudományegyetem,505377177,173889.13600000003,1.5,248.7
FEVITA HUNGARY ZRT.,505378961,192047.47299999997,37.56,1497.0
Szabolcs-Szatmár-Bereg Vármegyei,505378718,298009.74400000006,10.61,474.28
MASTERCLEAN KFT.,505378593,3802.8800000000006,114.571,114.571
Debreceni Egyetem Kenézy Gyula Egye,506039282,478579.04600000015,2.2,1339.0
UNIVER PRODUCT ZRT.,505377967,638130.1790000001,5.228,12602.0
EUROMEDIC TRADING KFT.,505377760,92565.75100000003,5.4,101.98
RAUCH HUNGÁRIA KFT.,505377246,539490.9940000001,532.6,3510.8999999999996
SEMMELWEIS EGYETEM SZOLGÁLTATÁSI IG,505379378,2503.588,12.54,12.54
DELIREST Magyarország Kft.,507529939,48464.14100000001,12.39,152.9
DELIREST Magyarország Kft.,507171407,133982.398,1.0,191.784
PÉCSI TUDOMÁNYEGYETEM,505377144,38568.82400000001,10.032,42.14
SZAKÁLY KFT.,505378775,70756.795,4.44,163.47
DREHER SÖRGYÁRAK ZRT.,505377681,139992.155,0.032,87.6
Ízek Gyöngye Vendéglátás és Szolgál,505420618,21700.995000000003,38.1,45.8
WELL PACK HUNGÁRIA KFT.,505379457,140767.94800000003,1207.5,2469.9
ROSENGARTEN KFT.,505377750,52517.738,36.72,111.54
Szabolcs-Szatmár-Bereg Vármegyei,505378720,167343.933,1.9,106.44
KITAX KFT.,505379477,442274.90599999996,1.2,1993.572
Gyirmót Sport & Wellness Hotel,507208855,125099.80900000002,3.28,256.551
BONDUELLE CENTRAL EUROPE,505377283,8680.398000000001,21.845,49.5
DELIREST Magyarország Kft.,505377657,99241.13399999999,7.67,578.544
FRESH CORNER RESTAURANTS KFT.,505378439,21541.988,40.4,190.06
BEST CLEAN BEST KFT.,505378629,64214.512,31.32,756.3
PLAZMASZOLGÁLAT KFT.,505378489,86786.70399999998,2.0,80.4
AUCHAN MAGYARORSZÁG KFT.,505378346,465474.2229999999,0.34,467.01
Békés Vármegyei Központi Kórház,505378987,142494.53199999998,1.52,787.7
Szolnoki MÁV Kórház és Rendelőintéz,505377524,56074.26500000001,14.2,143.0
Kiskunhalasi Semmelweis Kórház,505377298,285973.61000000004,9.58,297.0
Budapesti Uzsoki Utcai Kórház,505377119,31998.326999999997,28.4,105.196
Budapesti Bajcsy-Zsilinszky Kórház,505840185,337749.211,0.03,331.33299999999997
FRESH CORNER RESTAURANTS KFT.,505378441,3159.5670000000005,76.656,76.656
XXXLUTZ Lakberendezési Kft.,507326249,96792.233,0.13,81.36
DELIREST Magyarország Kft.,505377614,91793.82800000002,31.92,190.43
B.BRAUN MEDICAL KFT.,505378763,77379.319,25.4,267.96
P.DUSSMANN KFT.,507390251,234834.98099999997,0.25,245.798
RICHTER GEDEON RT,505377709,83366.43,22.33,4818.0
Hotel Eger & Park,507135151,275003.823,21.9,823.6
VASI KORALL KFT.,505378542,40847.126000000004,87.6,175.2
Magyarországi Református Egyház,505377273,231803.93699999998,1.0,74.16
AUCHAN MAGYARORSZÁG KFT.,505378350,840485.0390000003,0.774,695.56
PÁPAI HÚS KFT.,505377969,413320.00000000006,0.021,0.961
AFC Karima Kft. - Nestlé,506946645,441433.226,0.5,126.0
P.DUSSMANN KFT.,505377442,48454.48800000001,6.4,46.217
P.DUSSMANN KFT.,505377353,103712.88900000001,3.05,108.334
P.DUSSMANN KFT.,505377423,159209.64599999998,11.12,278.617
P.DUSSMANN KFT.,505977507,27425.818000000003,10.71,62.45
P.DUSSMANN KFT.,505377354,115490.26299999999,28.274,169.888
P.DUSSMANN KFT.,505377333,47526.55200000001,12.9,67.434
P.DUSSMANN KFT.,506855428,44661.990000000005,6.4,40.167
P.DUSSMANN KFT.,505377360,157400.13499999998,12.8,266.118
P.DUSSMANN KFT.,505377342,23765.619000000002,20.944,67.084
P.DUSSMANN KFT.,505377458,99340.68500000001,1.17,138.29
P.DUSSMANN KFT.,505377464,54704.358000000015,27.267,73.834
P.DUSSMANN KFT.,505377425,100289.01899999999,10.67,157.09
P.DUSSMANN KFT.,505377343,56335.592000000004,21.58,170.26
Maragoni Élelmiszeripari Zrt.,505379417,28699.497000000003,188.3,421.3
FRESENIUS MEDICAL CARE MAGYARORSZÁG,505377539,5724.823,91.27,91.27
DELIREST Magyarország Kft.,505377652,303976.04099999997,1.136,543.198
DOME FACILITY SERVICES KFT.,507125410,99057.65699999999,7.67,164.6
MARNEVALL ZRT.,505378321,76352.187,17.84,538.0
DOME FACILITY SERVICES KFT.,507125462,9036.393,126.4,126.4
PRIZMA-Food Szolgáltató Korlátolt F,505379509,35973.31800000001,207.08,709.46
SZILVÁSHÚS KFT.,505379024,40870.763000000006,25.9,386.5
Néprajzi Múzeum,507276660,61545.72699999999,10.97,213.43
PRIZMA-Food Szolgáltató Korlátolt F,505379503,46531.53500000001,23.0,565.255
HOLSTEIN GENETIKA KFT.,505378377,354899.82200000004,1.616,5330.639999999999
PRIZMA-JUNIOR ZRT.,505378815,120377.08100000005,10.64,215.09
Heim Pál Országos Gyermekgyógyászat,505377173,48868.46300000002,1.52,830.5
"ORSZÁGOS MENTÁLIS, IDEGGYÓGYÁSZATI",505758276,10670.331,3.013,79.8
MEDITECHNIK ORVOSI MÜSZERFORG. ÉS J,505377725,14751.560000000001,91.0,91.0
DELIREST Magyarország Kft.,505948623,31668.697,6.4,133.69
HALKER KFT,505379276,41328.47200000001,249.0,775.8
Szent Damján Görögkatolikus Kórház,505377275,221675.7880000001,3.5,1305.12
American International School Budap,507529767,20827.362000000005,12.39,184.284
# DELIREST Magyarország Kft.,505377604,34644.959,71.362,176.516
TOTAL CLEAN 2001 KFT.,505378401,129872.26099999998,8.112,548.1
THERMAL HOTEL VISEGRÁD ZRT,505378012,168038.014,0.3,1694.012
Hortobágy-Faluvéghalmi Kft.,506262593,51693.19200000001,5.23,286.8
GYULAHÚS KFT.,505378710,123011.10800000001,2.724,336.5
METRO KERESKEDELMI KFT.,505379087,80045.969,5.15,171.09
POZITRON DIAGNOSZTIKA KFT,505378327,12637.602000000003,15.35,161.95
Debreceni Egyetem Klinikai Központ,505377178,159184.21,37.8,516.815
DELIREST Magyarország Kft.,505377596,18997.069,10.64,286.8
DELIREST Magyarország Kft.,505377598,57733.565,42.56,321.36
PRIZMA-JUNIOR ZRT.,507030956,149056.592,0.74,412.04
DELIREST Magyarország Kft.,505377595,148309.44,3.0,266.018
ALPESI FOGÁSZATI SZERVÍZ ÉS KERESKE,505378945,8680.398000000001,22.08,26.78
